fname,label
jago (105).wav,jago
jago (106).wav,jago
jago (107).wav,jago
jago (108).wav,jago
jago (109).wav,jago
jago (110).wav,jago
jago (111).wav,jago
jago (112).wav,jago
jago (113).wav,jago
jago (114).wav,jago
jago (115).wav,jago
jago (116).wav,jago
jago (117).wav,jago
jago (118).wav,jago
jago (119).wav,jago
jago (120).wav,jago
jago (121).wav,jago
jago (122).wav,jago
jago (123).wav,jago
jago (124).wav,jago
jago (125).wav,jago
jago (126).wav,jago
jago (127).wav,jago
jago (128).wav,jago
jago (129).wav,jago
jago (130).wav,jago
jago (131).wav,jago
jago (132).wav,jago
jago (133).wav,jago
jago (134).wav,jago
jago (135).wav,jago
jago (136).wav,jago
jago (137).wav,jago
jago (138).wav,jago
jago (139).wav,jago
jago (140).wav,jago
jago (141).wav,jago
jago (142).wav,jago
jago (143).wav,jago
jago (144).wav,jago
jago (145).wav,jago
jago (146).wav,jago
jago (147).wav,jago
jago (148).wav,jago
jago (149).wav,jago
jago (150).wav,jago
jago (151).wav,jago
jago (152).wav,jago
jago (153).wav,jago
jago (154).wav,jago
jago (155).wav,jago
jago (156).wav,jago
jago (157).wav,jago
jago (158).wav,jago
jago (159).wav,jago
jago (160).wav,jago
jago (161).wav,jago
jago (162).wav,jago
jago (163).wav,jago
jago (164).wav,jago
jago (165).wav,jago
jago (166).wav,jago
jago (167).wav,jago
jago (168).wav,jago
jago (169).wav,jago
jago (170).wav,jago
jago (171).wav,jago
jago (172).wav,jago
jago (173).wav,jago
jago (174).wav,jago
jago (175).wav,jago
jago (176).wav,jago
jago (177).wav,jago
jago (178).wav,jago
jago (179).wav,jago
jago (180).wav,jago
jago (181).wav,jago
jago (182).wav,jago
jago (87).wav,jago
jago (88).wav,jago
jago (89).wav,jago
jago (90).wav,jago
jago (91).wav,jago
jago (92).wav,jago
jago (93).wav,jago
jago (94).wav,jago
jago (95).wav,jago
jago (96).wav,jago
jago (97).wav,jago
jago (98).wav,jago
jago (99).wav,jago
jao (1).wav,jao
jao (100).wav,jao
jao (101).wav,jao
jao (102).wav,jao
jao (103).wav,jao
jao (104).wav,jao
jao (105).wav,jao
jao (106).wav,jao
jao (107).wav,jao
jao (108).wav,jao
jao (109).wav,jao
jao (110).wav,jao
jao (111).wav,jao
jao (112).wav,jao
jao (113).wav,jao
jao (114).wav,jao
jao (115).wav,jao
jao (116).wav,jao
jao (117).wav,jao
jao (118).wav,jao
jao (119).wav,jao
jao (120).wav,jao
jao (121).wav,jao
jao (122).wav,jao
jao (123).wav,jao
jao (124).wav,jao
jao (125).wav,jao
jao (126).wav,jao
jao (127).wav,jao
jao (128).wav,jao
jao (129).wav,jao
jao (130).wav,jao
jao (131).wav,jao
jao (132).wav,jao
jao (133).wav,jao
jao (134).wav,jao
jao (135).wav,jao
jao (136).wav,jao
jao (137).wav,jao
jao (138).wav,jao
jao (139).wav,jao
jao (140).wav,jao
jao (141).wav,jao
jao (142).wav,jao
jao (143).wav,jao
jao (144).wav,jao
jao (145).wav,jao
jao (146).wav,jao
jao (147).wav,jao
jao (148).wav,jao
jao (149).wav,jao
jao (150).wav,jao
jao (151).wav,jao
jao (152).wav,jao
jao (153).wav,jao
jao (154).wav,jao
jao (155).wav,jao
jao (156).wav,jao
jao (157).wav,jao
jao (158).wav,jao
jao (159).wav,jao
jao (160).wav,jao
jao (161).wav,jao
jao (162).wav,jao
jao (163).wav,jao
jao (164).wav,jao
jao (165).wav,jao
jao (166).wav,jao
jao (167).wav,jao
jao (168).wav,jao
jao (169).wav,jao
jao (170).wav,jao
jao (171).wav,jao
jao (172).wav,jao
jao (173).wav,jao
jao (174).wav,jao
jao (175).wav,jao
jao (176).wav,jao
jao (177).wav,jao
jao (178).wav,jao
jao (179).wav,jao
jao (180).wav,jao
jao (181).wav,jao
jao (182).wav,jao
jao (183).wav,jao
jao (184).wav,jao
jao (88).wav,jao
jao (89).wav,jao
jao (90).wav,jao
jao (91).wav,jao
jao (92).wav,jao
jao (93).wav,jao
jao (94).wav,jao
jao (95).wav,jao
jao (96).wav,jao
jao (97).wav,jao
jao (98).wav,jao
jao (99).wav,jao
ma (1).wav,ma
ma (100).wav,ma
ma (101).wav,ma
ma (102).wav,ma
ma (103).wav,ma
ma (104).wav,ma
ma (105).wav,ma
ma (106).wav,ma
ma (107).wav,ma
ma (108).wav,ma
ma (109).wav,ma
ma (110).wav,ma
ma (111).wav,ma
ma (112).wav,ma
ma (113).wav,ma
ma (114).wav,ma
ma (115).wav,ma
ma (116).wav,ma
ma (117).wav,ma
ma (118).wav,ma
ma (119).wav,ma
ma (120).wav,ma
ma (121).wav,ma
ma (122).wav,ma
ma (123).wav,ma
ma (124).wav,ma
ma (125).wav,ma
ma (126).wav,ma
ma (127).wav,ma
ma (128).wav,ma
ma (129).wav,ma
ma (130).wav,ma
ma (131).wav,ma
ma (132).wav,ma
ma (133).wav,ma
ma (134).wav,ma
ma (135).wav,ma
ma (136).wav,ma
ma (137).wav,ma
ma (138).wav,ma
ma (139).wav,ma
ma (140).wav,ma
ma (141).wav,ma
ma (142).wav,ma
ma (143).wav,ma
ma (144).wav,ma
ma (145).wav,ma
ma (146).wav,ma
ma (147).wav,ma
ma (148).wav,ma
ma (149).wav,ma
ma (150).wav,ma
ma (151).wav,ma
ma (152).wav,ma
ma (153).wav,ma
ma (154).wav,ma
ma (155).wav,ma
ma (156).wav,ma
ma (157).wav,ma
ma (158).wav,ma
ma (159).wav,ma
ma (160).wav,ma
ma (161).wav,ma
ma (162).wav,ma
ma (163).wav,ma
ma (164).wav,ma
ma (165).wav,ma
ma (166).wav,ma
ma (167).wav,ma
ma (168).wav,ma
ma (169).wav,ma
ma (170).wav,ma
ma (171).wav,ma
ma (172).wav,ma
ma (173).wav,ma
ma (174).wav,ma
ma (175).wav,ma
ma (176).wav,ma
ma (177).wav,ma
ma (178).wav,ma
ma (179).wav,ma
ma (180).wav,ma
ma (181).wav,ma
ma (182).wav,ma
ma (183).wav,ma
ma (184).wav,ma
ma (88).wav,ma
ma (89).wav,ma
ma (90).wav,ma
ma (91).wav,ma
ma (92).wav,ma
ma (93).wav,ma
ma (94).wav,ma
ma (95).wav,ma
ma (96).wav,ma
ma (97).wav,ma
ma (98).wav,ma
ma (99).wav,ma
na (1).wav,na
na (100).wav,na
na (101).wav,na
na (102).wav,na
na (103).wav,na
na (104).wav,na
na (105).wav,na
na (106).wav,na
na (107).wav,na
na (108).wav,na
na (109).wav,na
na (110).wav,na
na (111).wav,na
na (112).wav,na
na (113).wav,na
na (114).wav,na
na (115).wav,na
na (116).wav,na
na (117).wav,na
na (118).wav,na
na (119).wav,na
na (120).wav,na
na (121).wav,na
na (122).wav,na
na (123).wav,na
na (124).wav,na
na (125).wav,na
na (126).wav,na
na (127).wav,na
na (128).wav,na
na (129).wav,na
na (130).wav,na
na (131).wav,na
na (132).wav,na
na (133).wav,na
na (134).wav,na
na (135).wav,na
na (136).wav,na
na (137).wav,na
na (138).wav,na
na (139).wav,na
na (140).wav,na
na (141).wav,na
na (142).wav,na
na (143).wav,na
na (144).wav,na
na (145).wav,na
na (146).wav,na
na (147).wav,na
na (148).wav,na
na (149).wav,na
na (150).wav,na
na (151).wav,na
na (152).wav,na
na (153).wav,na
na (154).wav,na
na (155).wav,na
na (156).wav,na
na (157).wav,na
na (158).wav,na
na (159).wav,na
na (160).wav,na
na (161).wav,na
na (77).wav,na
na (78).wav,na
na (79).wav,na
na (80).wav,na
na (81).wav,na
na (82).wav,na
na (83).wav,na
na (84).wav,na
na (85).wav,na
na (86).wav,na
na (87).wav,na
na (88).wav,na
na (89).wav,na
na (90).wav,na
na (91).wav,na
na (92).wav,na
na (93).wav,na
na (94).wav,na
na (95).wav,na
na (96).wav,na
na (97).wav,na
na (98).wav,na
na (99).wav,na
niche (1).wav,niche
niche (100).wav,niche
niche (101).wav,niche
niche (102).wav,niche
niche (103).wav,niche
niche (104).wav,niche
niche (105).wav,niche
niche (106).wav,niche
niche (107).wav,niche
niche (108).wav,niche
niche (109).wav,niche
niche (110).wav,niche
niche (111).wav,niche
niche (112).wav,niche
niche (113).wav,niche
niche (114).wav,niche
niche (115).wav,niche
niche (116).wav,niche
niche (117).wav,niche
niche (118).wav,niche
niche (119).wav,niche
niche (120).wav,niche
niche (121).wav,niche
niche (122).wav,niche
niche (123).wav,niche
niche (124).wav,niche
niche (125).wav,niche
niche (126).wav,niche
niche (127).wav,niche
niche (128).wav,niche
niche (129).wav,niche
niche (130).wav,niche
niche (131).wav,niche
niche (132).wav,niche
niche (133).wav,niche
niche (134).wav,niche
niche (135).wav,niche
niche (136).wav,niche
niche (137).wav,niche
niche (138).wav,niche
niche (139).wav,niche
niche (140).wav,niche
niche (141).wav,niche
niche (142).wav,niche
niche (143).wav,niche
niche (144).wav,niche
niche (145).wav,niche
niche (146).wav,niche
niche (147).wav,niche
niche (148).wav,niche
niche (149).wav,niche
niche (150).wav,niche
niche (151).wav,niche
niche (152).wav,niche
niche (153).wav,niche
niche (154).wav,niche
niche (155).wav,niche
niche (156).wav,niche
niche (157).wav,niche
niche (158).wav,niche
niche (159).wav,niche
niche (160).wav,niche
niche (161).wav,niche
niche (162).wav,niche
niche (163).wav,niche
niche (68).wav,niche
niche (69).wav,niche
niche (70).wav,niche
niche (71).wav,niche
niche (72).wav,niche
niche (73).wav,niche
niche (74).wav,niche
niche (75).wav,niche
niche (76).wav,niche
niche (77).wav,niche
niche (78).wav,niche
niche (79).wav,niche
niche (80).wav,niche
niche (81).wav,niche
niche (82).wav,niche
niche (83).wav,niche
niche (84).wav,niche
niche (85).wav,niche
niche (86).wav,niche
niche (87).wav,niche
niche (88).wav,niche
niche (89).wav,niche
niche (90).wav,niche
niche (91).wav,niche
niche (92).wav,niche
niche (93).wav,niche
niche (94).wav,niche
niche (95).wav,niche
niche (96).wav,niche
niche (97).wav,niche
niche (98).wav,niche
niche (99).wav,niche
noi (1).wav,noi
noi (100).wav,noi
noi (101).wav,noi
noi (102).wav,noi
noi (103).wav,noi
noi (104).wav,noi
noi (105).wav,noi
noi (106).wav,noi
noi (107).wav,noi
noi (108).wav,noi
noi (109).wav,noi
noi (110).wav,noi
noi (111).wav,noi
noi (112).wav,noi
noi (113).wav,noi
noi (114).wav,noi
noi (115).wav,noi
noi (116).wav,noi
noi (117).wav,noi
noi (118).wav,noi
noi (119).wav,noi
noi (120).wav,noi
noi (121).wav,noi
noi (122).wav,noi
noi (123).wav,noi
noi (124).wav,noi
noi (125).wav,noi
noi (126).wav,noi
noi (127).wav,noi
noi (128).wav,noi
noi (129).wav,noi
noi (130).wav,noi
noi (131).wav,noi
noi (132).wav,noi
noi (133).wav,noi
noi (134).wav,noi
noi (135).wav,noi
noi (136).wav,noi
noi (137).wav,noi
noi (138).wav,noi
noi (139).wav,noi
noi (140).wav,noi
noi (141).wav,noi
noi (142).wav,noi
noi (143).wav,noi
noi (144).wav,noi
noi (145).wav,noi
noi (146).wav,noi
noi (147).wav,noi
noi (148).wav,noi
noi (149).wav,noi
noi (150).wav,noi
noi (151).wav,noi
noi (152).wav,noi
noi (153).wav,noi
noi (154).wav,noi
noi (155).wav,noi
noi (156).wav,noi
noi (157).wav,noi
noi (158).wav,noi
noi (159).wav,noi
noi (160).wav,noi
noi (161).wav,noi
noi (162).wav,noi
noi (67).wav,noi
noi (68).wav,noi
noi (69).wav,noi
noi (70).wav,noi
noi (71).wav,noi
noi (72).wav,noi
noi (73).wav,noi
noi (74).wav,noi
noi (75).wav,noi
noi (76).wav,noi
noi (77).wav,noi
noi (78).wav,noi
noi (79).wav,noi
noi (80).wav,noi
noi (81).wav,noi
noi (82).wav,noi
noi (83).wav,noi
noi (84).wav,noi
noi (85).wav,noi
noi (86).wav,noi
noi (87).wav,noi
noi (88).wav,noi
noi (89).wav,noi
noi (90).wav,noi
noi (91).wav,noi
noi (92).wav,noi
noi (93).wav,noi
noi (94).wav,noi
noi (95).wav,noi
noi (96).wav,noi
noi (97).wav,noi
noi (98).wav,noi
noi (99).wav,noi
norom (1).wav,norom
norom (10).wav,norom
norom (11).wav,norom
norom (12).wav,norom
norom (13).wav,norom
norom (14).wav,norom
norom (15).wav,norom
norom (16).wav,norom
norom (17).wav,norom
norom (18).wav,norom
norom (19).wav,norom
norom (2).wav,norom
norom (20).wav,norom
norom (21).wav,norom
norom (22).wav,norom
norom (23).wav,norom
norom (24).wav,norom
norom (25).wav,norom
norom (26).wav,norom
norom (27).wav,norom
norom (28).wav,norom
norom (29).wav,norom
norom (3).wav,norom
norom (30).wav,norom
norom (31).wav,norom
norom (32).wav,norom
norom (33).wav,norom
norom (34).wav,norom
norom (35).wav,norom
norom (36).wav,norom
norom (37).wav,norom
norom (38).wav,norom
norom (39).wav,norom
norom (4).wav,norom
norom (40).wav,norom
norom (41).wav,norom
norom (42).wav,norom
norom (43).wav,norom
norom (44).wav,norom
norom (45).wav,norom
norom (46).wav,norom
norom (47).wav,norom
norom (48).wav,norom
norom (49).wav,norom
norom (5).wav,norom
norom (50).wav,norom
norom (51).wav,norom
norom (52).wav,norom
norom (53).wav,norom
norom (54).wav,norom
norom (55).wav,norom
norom (56).wav,norom
norom (57).wav,norom
norom (58).wav,norom
norom (59).wav,norom
norom (6).wav,norom
norom (60).wav,norom
norom (61).wav,norom
norom (62).wav,norom
norom (63).wav,norom
norom (64).wav,norom
norom (65).wav,norom
norom (66).wav,norom
norom (67).wav,norom
norom (68).wav,norom
norom (69).wav,norom
norom (7).wav,norom
norom (70).wav,norom
norom (71).wav,norom
norom (72).wav,norom
norom (73).wav,norom
norom (74).wav,norom
norom (75).wav,norom
norom (76).wav,norom
norom (77).wav,norom
norom (8).wav,norom
norom (9).wav,norom
pach (1).wav,pach
pach (100).wav,pach
pach (101).wav,pach
pach (102).wav,pach
pach (103).wav,pach
pach (104).wav,pach
pach (105).wav,pach
pach (106).wav,pach
pach (107).wav,pach
pach (108).wav,pach
pach (109).wav,pach
pach (110).wav,pach
pach (111).wav,pach
pach (112).wav,pach
pach (113).wav,pach
pach (114).wav,pach
pach (115).wav,pach
pach (116).wav,pach
pach (117).wav,pach
pach (118).wav,pach
pach (119).wav,pach
pach (120).wav,pach
pach (121).wav,pach
pach (122).wav,pach
pach (123).wav,pach
pach (124).wav,pach
pach (125).wav,pach
pach (126).wav,pach
pach (127).wav,pach
pach (128).wav,pach
pach (129).wav,pach
pach (130).wav,pach
pach (131).wav,pach
pach (132).wav,pach
pach (133).wav,pach
pach (134).wav,pach
pach (135).wav,pach
pach (136).wav,pach
pach (137).wav,pach
pach (138).wav,pach
pach (139).wav,pach
pach (140).wav,pach
pach (141).wav,pach
pach (142).wav,pach
pach (143).wav,pach
pach (144).wav,pach
pach (145).wav,pach
pach (146).wav,pach
pach (147).wav,pach
pach (148).wav,pach
pach (149).wav,pach
pach (150).wav,pach
pach (151).wav,pach
pach (152).wav,pach
pach (153).wav,pach
pach (154).wav,pach
pach (155).wav,pach
pach (156).wav,pach
pach (157).wav,pach
pach (158).wav,pach
pach (159).wav,pach
pach (160).wav,pach
pach (161).wav,pach
pach (162).wav,pach
pach (67).wav,pach
pach (68).wav,pach
pach (69).wav,pach
pach (70).wav,pach
pach (71).wav,pach
pach (72).wav,pach
pach (73).wav,pach
pach (74).wav,pach
pach (75).wav,pach
pach (76).wav,pach
pach (77).wav,pach
pach (78).wav,pach
pach (79).wav,pach
pach (80).wav,pach
pach (81).wav,pach
pach (82).wav,pach
pach (83).wav,pach
pach (84).wav,pach
pach (85).wav,pach
pach (86).wav,pach
pach (87).wav,pach
pach (88).wav,pach
pach (89).wav,pach
pach (90).wav,pach
pach (91).wav,pach
pach (92).wav,pach
pach (93).wav,pach
pach (94).wav,pach
pach (95).wav,pach
pach (96).wav,pach
pach (97).wav,pach
pach (98).wav,pach
pach (99).wav,pach
pashe (1).wav,pashe
pashe (100).wav,pashe
pashe (101).wav,pashe
pashe (102).wav,pashe
pashe (103).wav,pashe
pashe (104).wav,pashe
pashe (105).wav,pashe
pashe (106).wav,pashe
pashe (107).wav,pashe
pashe (108).wav,pashe
pashe (109).wav,pashe
pashe (110).wav,pashe
pashe (111).wav,pashe
pashe (112).wav,pashe
pashe (113).wav,pashe
pashe (114).wav,pashe
pashe (115).wav,pashe
pashe (116).wav,pashe
pashe (117).wav,pashe
pashe (22).wav,pashe
pashe (23).wav,pashe
pashe (24).wav,pashe
pashe (25).wav,pashe
pashe (26).wav,pashe
pashe (27).wav,pashe
pashe (28).wav,pashe
pashe (29).wav,pashe
pashe (30).wav,pashe
pashe (31).wav,pashe
pashe (32).wav,pashe
pashe (33).wav,pashe
pashe (34).wav,pashe
pashe (35).wav,pashe
pashe (36).wav,pashe
pashe (37).wav,pashe
pashe (38).wav,pashe
pashe (39).wav,pashe
pashe (40).wav,pashe
pashe (41).wav,pashe
pashe (42).wav,pashe
pashe (43).wav,pashe
pashe (44).wav,pashe
pashe (45).wav,pashe
pashe (46).wav,pashe
pashe (47).wav,pashe
pashe (48).wav,pashe
pashe (49).wav,pashe
pashe (50).wav,pashe
pashe (51).wav,pashe
pashe (52).wav,pashe
pashe (53).wav,pashe
pashe (54).wav,pashe
pashe (55).wav,pashe
pashe (56).wav,pashe
pashe (57).wav,pashe
pashe (58).wav,pashe
pashe (59).wav,pashe
pashe (60).wav,pashe
pashe (61).wav,pashe
pashe (62).wav,pashe
pashe (63).wav,pashe
pashe (64).wav,pashe
pashe (65).wav,pashe
pashe (66).wav,pashe
pashe (67).wav,pashe
pashe (68).wav,pashe
pashe (69).wav,pashe
pashe (70).wav,pashe
pashe (71).wav,pashe
pashe (72).wav,pashe
pashe (73).wav,pashe
pashe (74).wav,pashe
pashe (75).wav,pashe
pashe (76).wav,pashe
pashe (77).wav,pashe
pashe (78).wav,pashe
pashe (79).wav,pashe
pashe (80).wav,pashe
pashe (81).wav,pashe
pashe (82).wav,pashe
pashe (83).wav,pashe
pashe (84).wav,pashe
pashe (85).wav,pashe
pashe (86).wav,pashe
pashe (87).wav,pashe
pashe (88).wav,pashe
pashe (89).wav,pashe
pashe (90).wav,pashe
pashe (91).wav,pashe
pashe (92).wav,pashe
pashe (93).wav,pashe
pashe (94).wav,pashe
pashe (95).wav,pashe
pashe (96).wav,pashe
pashe (97).wav,pashe
pashe (98).wav,pashe
pashe (99).wav,pashe
porerta (1).wav,porerta
porerta (100).wav,porerta
porerta (101).wav,porerta
porerta (102).wav,porerta
porerta (103).wav,porerta
porerta (104).wav,porerta
porerta (105).wav,porerta
porerta (106).wav,porerta
porerta (107).wav,porerta
porerta (108).wav,porerta
porerta (109).wav,porerta
porerta (110).wav,porerta
porerta (111).wav,porerta
porerta (112).wav,porerta
porerta (113).wav,porerta
porerta (114).wav,porerta
porerta (115).wav,porerta
porerta (116).wav,porerta
porerta (117).wav,porerta
porerta (118).wav,porerta
porerta (119).wav,porerta
porerta (120).wav,porerta
porerta (121).wav,porerta
porerta (122).wav,porerta
porerta (123).wav,porerta
porerta (124).wav,porerta
porerta (125).wav,porerta
porerta (126).wav,porerta
porerta (127).wav,porerta
porerta (128).wav,porerta
porerta (129).wav,porerta
porerta (130).wav,porerta
porerta (131).wav,porerta
porerta (132).wav,porerta
porerta (133).wav,porerta
porerta (134).wav,porerta
porerta (135).wav,porerta
porerta (136).wav,porerta
porerta (137).wav,porerta
porerta (138).wav,porerta
porerta (139).wav,porerta
porerta (140).wav,porerta
porerta (141).wav,porerta
porerta (142).wav,porerta
porerta (143).wav,porerta
porerta (144).wav,porerta
porerta (145).wav,porerta
porerta (146).wav,porerta
porerta (147).wav,porerta
porerta (148).wav,porerta
porerta (149).wav,porerta
porerta (150).wav,porerta
porerta (151).wav,porerta
porerta (152).wav,porerta
porerta (153).wav,porerta
porerta (154).wav,porerta
porerta (155).wav,porerta
porerta (156).wav,porerta
porerta (157).wav,porerta
porerta (158).wav,porerta
porerta (159).wav,porerta
porerta (160).wav,porerta
porerta (161).wav,porerta
porerta (162).wav,porerta
porerta (163).wav,porerta
porerta (164).wav,porerta
porerta (165).wav,porerta
porerta (166).wav,porerta
porerta (167).wav,porerta
porerta (168).wav,porerta
porerta (169).wav,porerta
porerta (170).wav,porerta
porerta (171).wav,porerta
porerta (172).wav,porerta
porerta (173).wav,porerta
porerta (174).wav,porerta
porerta (175).wav,porerta
porerta (176).wav,porerta
porerta (177).wav,porerta
porerta (178).wav,porerta
porerta (179).wav,porerta
porerta (85).wav,porerta
porerta (86).wav,porerta
porerta (87).wav,porerta
porerta (88).wav,porerta
porerta (89).wav,porerta
porerta (90).wav,porerta
porerta (91).wav,porerta
porerta (92).wav,porerta
porerta (93).wav,porerta
porerta (94).wav,porerta
porerta (95).wav,porerta
porerta (96).wav,porerta
porerta (97).wav,porerta
porerta (98).wav,porerta
porerta (99).wav,porerta
shamne (1).wav,shamne
shamne (10).wav,shamne
shamne (11).wav,shamne
shamne (12).wav,shamne
shamne (13).wav,shamne
shamne (14).wav,shamne
shamne (15).wav,shamne
shamne (16).wav,shamne
shamne (17).wav,shamne
shamne (18).wav,shamne
shamne (19).wav,shamne
shamne (2).wav,shamne
shamne (20).wav,shamne
shamne (21).wav,shamne
shamne (22).wav,shamne
shamne (23).wav,shamne
shamne (24).wav,shamne
shamne (25).wav,shamne
shamne (26).wav,shamne
shamne (27).wav,shamne
shamne (28).wav,shamne
shamne (29).wav,shamne
shamne (3).wav,shamne
shamne (30).wav,shamne
shamne (31).wav,shamne
shamne (32).wav,shamne
shamne (33).wav,shamne
shamne (34).wav,shamne
shamne (35).wav,shamne
shamne (36).wav,shamne
shamne (37).wav,shamne
shamne (38).wav,shamne
shamne (39).wav,shamne
shamne (4).wav,shamne
shamne (40).wav,shamne
shamne (41).wav,shamne
shamne (42).wav,shamne
shamne (43).wav,shamne
shamne (44).wav,shamne
shamne (45).wav,shamne
shamne (46).wav,shamne
shamne (47).wav,shamne
shamne (48).wav,shamne
shamne (49).wav,shamne
shamne (5).wav,shamne
shamne (50).wav,shamne
shamne (51).wav,shamne
shamne (52).wav,shamne
shamne (53).wav,shamne
shamne (54).wav,shamne
shamne (55).wav,shamne
shamne (56).wav,shamne
shamne (57).wav,shamne
shamne (58).wav,shamne
shamne (59).wav,shamne
shamne (6).wav,shamne
shamne (60).wav,shamne
shamne (61).wav,shamne
shamne (62).wav,shamne
shamne (63).wav,shamne
shamne (64).wav,shamne
shamne (65).wav,shamne
shamne (66).wav,shamne
shamne (67).wav,shamne
shamne (68).wav,shamne
shamne (69).wav,shamne
shamne (7).wav,shamne
shamne (70).wav,shamne
shamne (71).wav,shamne
shamne (72).wav,shamne
shamne (73).wav,shamne
shamne (74).wav,shamne
shamne (75).wav,shamne
shamne (76).wav,shamne
shamne (77).wav,shamne
shamne (78).wav,shamne
shamne (79).wav,shamne
shamne (8).wav,shamne
shamne (80).wav,shamne
shamne (81).wav,shamne
shamne (82).wav,shamne
shamne (83).wav,shamne
shamne (84).wav,shamne
shamne (85).wav,shamne
shamne (86).wav,shamne
shamne (87).wav,shamne
shamne (88).wav,shamne
shamne (89).wav,shamne
shamne (9).wav,shamne
shamne (90).wav,shamne
shamne (91).wav,shamne
shamne (92).wav,shamne
shamne (93).wav,shamne
shamne (94).wav,shamne
shamne (95).wav,shamne
shamne (97).wav,shamne
shat (1).wav,shat
shat (10).wav,shat
shat (11).wav,shat
shat (12).wav,shat
shat (13).wav,shat
shat (14).wav,shat
shat (15).wav,shat
shat (16).wav,shat
shat (17).wav,shat
shat (18).wav,shat
shat (19).wav,shat
shat (2).wav,shat
shat (20).wav,shat
shat (21).wav,shat
shat (22).wav,shat
shat (23).wav,shat
shat (24).wav,shat
shat (25).wav,shat
shat (26).wav,shat
shat (27).wav,shat
shat (28).wav,shat
shat (29).wav,shat
shat (3).wav,shat
shat (30).wav,shat
shat (31).wav,shat
shat (32).wav,shat
shat (33).wav,shat
shat (34).wav,shat
shat (35).wav,shat
shat (36).wav,shat
shat (37).wav,shat
shat (38).wav,shat
shat (39).wav,shat
shat (4).wav,shat
shat (40).wav,shat
shat (41).wav,shat
shat (42).wav,shat
shat (43).wav,shat
shat (44).wav,shat
shat (45).wav,shat
shat (46).wav,shat
shat (47).wav,shat
shat (48).wav,shat
shat (49).wav,shat
shat (5).wav,shat
shat (50).wav,shat
shat (51).wav,shat
shat (52).wav,shat
shat (53).wav,shat
shat (54).wav,shat
shat (55).wav,shat
shat (56).wav,shat
shat (57).wav,shat
shat (58).wav,shat
shat (59).wav,shat
shat (6).wav,shat
shat (60).wav,shat
shat (61).wav,shat
shat (62).wav,shat
shat (63).wav,shat
shat (64).wav,shat
shat (65).wav,shat
shat (66).wav,shat
shat (67).wav,shat
shat (68).wav,shat
shat (69).wav,shat
shat (7).wav,shat
shat (70).wav,shat
shat (71).wav,shat
shat (72).wav,shat
shat (73).wav,shat
shat (74).wav,shat
shat (75).wav,shat
shat (76).wav,shat
shat (77).wav,shat
shat (78).wav,shat
shat (79).wav,shat
shat (8).wav,shat
shat (80).wav,shat
shat (81).wav,shat
shat (82).wav,shat
shat (83).wav,shat
shat (84).wav,shat
shat (85).wav,shat
shat (86).wav,shat
shat (87).wav,shat
shat (88).wav,shat
shat (89).wav,shat
shat (9).wav,shat
shat (90).wav,shat
shat (91).wav,shat
shat (92).wav,shat
shat (93).wav,shat
shat (94).wav,shat
shat (95).wav,shat
shat (96).wav,shat
shat (97).wav,shat
shokto (1).wav,shokto
shokto (10).wav,shokto
shokto (11).wav,shokto
shokto (12).wav,shokto
shokto (13).wav,shokto
shokto (14).wav,shokto
shokto (15).wav,shokto
shokto (16).wav,shokto
shokto (17).wav,shokto
shokto (18).wav,shokto
shokto (19).wav,shokto
shokto (2).wav,shokto
shokto (20).wav,shokto
shokto (21).wav,shokto
shokto (22).wav,shokto
shokto (23).wav,shokto
shokto (24).wav,shokto
shokto (25).wav,shokto
shokto (26).wav,shokto
shokto (27).wav,shokto
shokto (28).wav,shokto
shokto (29).wav,shokto
shokto (3).wav,shokto
shokto (30).wav,shokto
shokto (31).wav,shokto
shokto (32).wav,shokto
shokto (33).wav,shokto
shokto (34).wav,shokto
shokto (35).wav,shokto
shokto (36).wav,shokto
shokto (37).wav,shokto
shokto (38).wav,shokto
shokto (39).wav,shokto
shokto (4).wav,shokto
shokto (40).wav,shokto
shokto (41).wav,shokto
shokto (42).wav,shokto
shokto (43).wav,shokto
shokto (44).wav,shokto
shokto (45).wav,shokto
shokto (46).wav,shokto
shokto (47).wav,shokto
shokto (48).wav,shokto
shokto (49).wav,shokto
shokto (5).wav,shokto
shokto (50).wav,shokto
shokto (51).wav,shokto
shokto (52).wav,shokto
shokto (53).wav,shokto
shokto (54).wav,shokto
shokto (55).wav,shokto
shokto (56).wav,shokto
shokto (57).wav,shokto
shokto (58).wav,shokto
shokto (59).wav,shokto
shokto (6).wav,shokto
shokto (60).wav,shokto
shokto (61).wav,shokto
shokto (62).wav,shokto
shokto (63).wav,shokto
shokto (64).wav,shokto
shokto (65).wav,shokto
shokto (66).wav,shokto
shokto (67).wav,shokto
shokto (68).wav,shokto
shokto (69).wav,shokto
shokto (7).wav,shokto
shokto (70).wav,shokto
shokto (71).wav,shokto
shokto (72).wav,shokto
shokto (73).wav,shokto
shokto (74).wav,shokto
shokto (75).wav,shokto
shokto (76).wav,shokto
shokto (77).wav,shokto
shokto (78).wav,shokto
shokto (79).wav,shokto
shokto (8).wav,shokto
shokto (80).wav,shokto
shokto (81).wav,shokto
shokto (82).wav,shokto
shokto (83).wav,shokto
shokto (84).wav,shokto
shokto (85).wav,shokto
shokto (86).wav,shokto
shokto (87).wav,shokto
shokto (88).wav,shokto
shokto (89).wav,shokto
shokto (9).wav,shokto
shokto (90).wav,shokto
shokto (91).wav,shokto
